Date,Description,Original Description,Category,Amount,Status
2022-03-10,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-03-10,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,553.99,Posted
2022-03-10,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,49.00,Posted
2022-03-09,"Amazon","AMZN MKTP US*1Z9ZZ9A             030822",Shopping,-33.38,Posted
2022-03-09,"Square Windsor Lake Cof","SQ *WINDSOR LAKE COF             030822",Fast Food,-16.88,Posted
2022-03-09,"Vecinos Mexican Gril","VECINOS MEXICAN GRIL             030822",Restaurants,-15.88,Posted
2022-03-09,"Dollar General","DOLLAR GENERAL #DG 2             030922",Shopping,-9.53,Posted
2022-03-09,"ParkMobile","PARKMOBILE                       030922",Parking,-4.20,Posted
2022-03-09,"ParkMobile","PARKMOBILE                       030922",Parking,-3.20,Posted
2022-03-08,"Panera Bread","PANERA BREAD #202433             030722",Fast Food,-21.16,Posted
2022-03-08,"Panera Bread","PANERA BREAD #202442             030722",Fast Food,-3.33,Posted
2022-03-07,"Mr. Cooper","Nationstar dba   Mr Cooper  ***********8302",Mortgage Payment,-1648.89,Posted
2022-03-07,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********5130",Transfer,-100.00,Posted
2022-03-07,"PayPal Purchase","PAYPAL           INST XFER  ***********9165",Uncategorized,-40.00,Posted
2022-03-07,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-375.00,Posted
2022-03-07,"Social Fort Collin","Social - Fort Collin             030422",Restaurants,-97.53,Posted
2022-03-07,"Comfort Suites","COMFORT SUITES CO706             030422",Hotel,-96.88,Posted
2022-03-07,"Sol De Jalisco","Sol de Jalisco                   030522",Restaurants,-90.92,Posted
2022-03-07,"HelloFresh","PP*HELLOFRESH                    030522",Groceries,-84.75,Posted
2022-03-07,"King Soopers","KING SOOP 1520 MAIN              030622",Groceries,-54.44,Posted
2022-03-07,"Xpress W 4th","74 XPRESS325 W 4TH A             030522",Gas,-52.58,Posted
2022-03-07,"Walmart","Wal-Mart Super Cente             030522",Shopping,-49.72,Posted
2022-03-07,"Livwell Fort Collins","LIVWELL FORT COLLINS             030722",Shopping,-38.90,Posted
2022-03-07,"Starbucks","STARBUCKS 800-782-72             030622",Coffee Shops,-25.00,Posted
2022-03-07,"Apple","APPLE.COM/BILL                   030522",Entertainment,-21.49,Posted
2022-03-07,"Dollar General","DOLLAR GENERAL #DG 2             030522",Shopping,-20.16,Posted
2022-03-07,"Tran Van Tu","PAYPAL *TRAN VAN TU              030722",Shopping,-20.00,Posted
2022-03-07,"Brew Pub","G5 BREW PUB                      030522",Alcohol Bars,-16.66,Posted
2022-03-07,"Spotify","SPOTIFY                          030522",Music,-10.67,Posted
2022-03-07,"A&W","KFC/AW #430                      030622",Fast Food,-8.42,Posted
2022-03-07,"Starbucks","STARBUCKS STORE 1494             030522",Coffee Shops,-7.80,Posted
2022-03-07,"Wendy's","WENDY'S #11966                   030522",Fast Food,-6.70,Posted
2022-03-07,"The Human Bean","TST* THE HUMAN BEAN              030522",Coffee Shops,-5.72,Posted
2022-03-07,"Starbucks","STARBUCKS STORE 4883             030622",Coffee Shops,-3.79,Posted
2022-03-07,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008                 030422",Fast Food,-3.19,Posted
2022-03-07,"Old Town Parking Gar","OLD TOWN PARKING GAR             030322",Parking,-2.00,Posted
2022-03-04,"Food At Thaistation","FOOD AT THAISTATION              030422",Food Dining,-46.60,Posted
2022-03-04,"Apple","APPLE.COM/BILL                   030422",Entertainment,-25.76,Posted
2022-03-04,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              030122",Alcohol Bars,-12.67,Posted
2022-03-04,"Hulu","HLU*Hulu 28024944995             030422",Television,-7.52,Posted
2022-03-04,"Circle K","CIRCLE K # 44104 470             030322",Gas,-6.57,Posted
2022-03-04,"Apple","APPLE.COM/BILL                   030422",Entertainment,-2.99,Posted
2022-03-03,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-1000.00,Posted
2022-03-03,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-03-03,"Square The Fox And The","SQ *THE FOX AND THE              030222",Shopping,-47.79,Posted
2022-03-03,"Beau Jo's Pizza","TST* BEAU JO'S PIZZA             030222",Food Dining,-30.68,Posted
2022-03-03,"Dollar General","DOLLAR GENERAL #DG 2             030322",Shopping,-25.27,Posted
2022-03-03,"Starbucks","STARBUCKS 800-782-72             030322",Coffee Shops,-25.00,Posted
2022-03-03,"ATM Withdrawal","PAI ISO4402 SORREL C             030322",Cash,-22.25,Posted
2022-03-03,"Apple","APPLE.COM/BILL                   030322",Entertainment,-7.51,Posted
2022-03-03,"ParkMobile","PARKMOBILE                       030322",Parking,-3.20,Posted
2022-03-03,"ParkMobile","PARKMOBILE                       030322",Parking,-3.20,Posted
2022-03-03,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-03-03,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********1CTV",Paycheck,3827.84,Posted
2022-03-02,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********MXZE",Credit Card Payment,-150.00,Posted
2022-03-02,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********MFAH",Credit Card Payment,-150.00,Posted
2022-03-02,"Credit One Bank","Credit One Bank  Payment    ***********9126",Transfer,-8.32,Posted
2022-03-02,"PayPal Bank Verification","PAYPAL           VERIFYBANK ***********3698",Transfer,-0.26,Posted
2022-03-02,"Amazon Web Services","Amazon web services              030222",Hosting,-62.99,Posted
2022-03-02,"7-Eleven","7ELEVEN-FCTI2800 S C             030222",Cash,-20.00,Posted
2022-03-02,"Sprouts Farmers Market","SPROUTS FARMERS MKT#             030222",Groceries,-18.71,Posted
2022-03-02,"Amazon","AMZN Mktp US*1W1CM6Z             030222",Shopping,-14.07,Posted
2022-03-02,"SiriusXM","SXM*SIRIUSXM.COM/ACC             030222",Music,-10.79,Posted
2022-03-02,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              030122",Fast Food,-6.81,Posted
2022-03-02,"ParkMobile","PARKMOBILE                       030222",Parking,-3.20,Posted
2022-03-02,"PayPal Bank Verification","PAYPAL           VERIFYBANK ***********3695",Transfer,0.20,Posted
2022-03-02,"PayPal Bank Verification","PAYPAL           VERIFYBANK ***********3697",Transfer,0.06,Posted
2022-03-01,"AT&T","ATT              Payment    ***********PAYN",Utilities,-224.97,Posted
2022-03-01,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********0540",Credit Card Payment,-69.11,Posted
2022-03-01,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-100.00,Posted
2022-03-01,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-50.00,Posted
2022-03-01,"Bruces Tavern","BRUCES TAVERN                    022822",Alcohol Bars,-40.88,Posted
2022-03-01,"Dollar General","DOLLAR GENERAL #DG 2             022822",Shopping,-11.29,Posted
2022-03-01,"FreshBooks","FRESHBOOKS                       022822",Business Services,-7.50,Posted
2022-03-01,"Docker Inv","DOCKER:INV-8A961F37-             030122",Internet,-7.00,Posted
2022-03-01,"ParkMobile","PARKMOBILE                       030122",Parking,-3.20,Posted
2022-03-01,"ParkMobile","PARKMOBILE                       030122",Parking,-1.20,Posted
2022-02-28,"Target","TARGET T- 2936 Counc             022722",Shopping,-238.43,Posted
2022-02-28,"HelloFresh","PP*HELLOFRESH                    022622",Groceries,-103.44,Posted
2022-02-28,"Nailbar & Co Inc","NAILBAR & CO. INC.               022422",Personal Care,-66.00,Posted
2022-02-28,"Brew Pub","G5 BREW PUB                      022422",Alcohol Bars,-54.43,Posted
2022-02-28,"Envy Brewing","TST* ENVY BREWING                022822",Alcohol Bars,-50.00,Posted
2022-02-28,"Green Dragon","GREEN DRAGON FORT CO             022622",Pharmacy,-39.31,Posted
2022-02-28,"Garbanzo Mediterrane","GARBANZO MEDITERRANE             022522",Fast Food,-30.50,Posted
2022-02-28,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-25.00,Posted
2022-02-28,"Starbucks","STARBUCKS STORE 2620             022722",Coffee Shops,-21.71,Posted
2022-02-28,"Starbucks","STARBUCKS STORE 2620             022522",Coffee Shops,-21.71,Posted
2022-02-28,"Apple","APPLE.COM/BILL                   022722",Entertainment,-18.25,Posted
2022-02-28,"Xbox Game Pass Ultimate","MICROSOFT*ULTIMATE 1             022722",Entertainment,-16.23,Posted
2022-02-28,"Quiznos","QUIZNOS #5437                    022722",Fast Food,-14.43,Posted
2022-02-28,"Chick-fil-A","CHICK-FIL-A #03676               022422",Fast Food,-13.37,Posted
2022-02-28,"Smoothie King","SMOOTHIE KING - 1886             022422",Fast Food,-11.94,Posted
2022-02-28,"Quiznos","QUIZNOS #5437                    022722",Fast Food,-11.68,Posted
2022-02-28,"Apple","APPLE.COM/BILL                   022722",Entertainment,-9.67,Posted
2022-02-28,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              022322",Alcohol Bars,-9.50,Posted
2022-02-28,"HelloFresh","PP*HELLOFRESH                    022622",Groceries,-9.35,Posted
2022-02-28,"Xpress","74 XPRESS                        022822",Gas,-7.38,Posted
2022-02-28,"Ignite Smoke And Vap","IGNITE SMOKE AND VAP             022622",Shopping,-5.75,Posted
2022-02-28,"Dollar General","DOLLAR GENERAL #DG 2             022722",Shopping,-4.12,Posted
2022-02-28,"Target","TARGET T- 2936 Counc             022722",Shopping,-1.83,Posted
2022-02-28,"Xpress","74 XPRESS                        022822",Gas,-1.69,Posted
2022-02-25,"Murphy USA","MURPHY7494ATWAL                  022522",Gas,-41.21,Posted
2022-02-25,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              022522",Alcohol Bars,-40.74,Posted
2022-02-25,"Dollar General","DOLLAR GENERAL #DG 2             022522",Shopping,-23.30,Posted
2022-02-25,"Starbucks","STARBUCKS STORE 2620             022422",Coffee Shops,-18.51,Posted
2022-02-25,"Walmart","WAL-MART #4599                   022522",Shopping,-12.29,Posted
2022-02-25,"Honolulu Poke Bar","HONOLULU POKE BAR                022422",Food Dining,-6.32,Posted
2022-02-25,"Dollar General","DOLLAR GENERAL #DG 2             022422",Shopping,-5.87,Posted
2022-02-25,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,1728.14,Posted
2022-02-24,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********1368",Transfer,-41.00,Posted
2022-02-24,"Walmart","WAL-MART #4599                   022422",Shopping,-24.94,Posted
2022-02-24,"Sally Beauty","SALLY BEAUTY #38 284             022422",Personal Care,-23.57,Posted
2022-02-24,"Smoothie King","SMOOTHIE KING - 1886             022222",Fast Food,-14.99,Posted
2022-02-24,"ParkMobile","PARKMOBILE                       022422",Parking,-3.20,Posted
2022-02-24,"Loaf 'N Jug","LOAF N JUG # 0811601             022422",Fast Food,-2.15,Posted
2022-02-24,"ParkMobile","PARKMOBILE                       022422",Parking,-1.20,Posted
2022-02-24,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,554.89,Posted
2022-02-23,"Poudre Valley Ru Web","POUDRE VALLEY RU WEB PMTS   ***********6Q6J",Utilities,-159.12,Posted
2022-02-23,"Xcel Energy","XCEL ENERGY-PSCO XCELENERGY ***********6208",Utilities,-68.25,Posted
2022-02-23,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********6460",Transfer,-41.00,Posted
2022-02-23,"Walmart","Wal-Mart Super Cente             022322",Shopping,-27.86,Posted
2022-02-23,"Murphy USA","MURPHY7494ATWAL                  022322",Gas,-27.82,Posted
2022-02-23,"Murphy USA","MURPHY7494ATWAL                  022322",Gas,-11.11,Posted
2022-02-23,"ParkMobile","PARKMOBILE                       022322",Parking,-3.20,Posted
2022-02-22,"Lumen","LumenCenturyLink SPEEDPAY   ***********CHEY",Bills Utilities,-65.59,Posted
2022-02-22,"Waste Management","WASTE MANAGEMENT INTERNET   ***********2560",Utilities,-13.50,Posted
2022-02-22,"PayPal Purchase","PAYPAL           INST XFER  *********** CBS",Uncategorized,-5.40,Posted
2022-02-22,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-320.00,Posted
2022-02-22,"Walmart","WM SUPERCENTER #Wal-             022022",Shopping,-213.89,Posted
2022-02-22,"Motherload Cafe Ta","MOTHERLOAD CAFE + TA             021922",Food Dining,-73.74,Posted
2022-02-22,"HelloFresh","PP*HELLOFRESH                    021922",Groceries,-72.30,Posted
2022-02-22,"Town Of Severance","TOWN OF SEVERANCE                022122",Utilities,-68.87,Posted
2022-02-22,"Union","UNION                            021822",Restaurants,-64.64,Posted
2022-02-22,"ATM Withdrawal","PAI ISO4402 SORREL C             022122",Cash,-62.25,Posted
2022-02-22,"Pet Supplies Plus","PET SUPPLIES PLUS #4             021922",Pet Food Supplies,-59.59,Posted
2022-02-22,"BJ's Restaurant","BJ'S RESTAURANTS 539             022122",Restaurants,-55.70,Posted
2022-02-22,"Walmart","WAL-MART #4599                   022122",Shopping,-48.77,Posted
2022-02-22,"Barnes & Noble","Barnes and Nobl 2999             021922",Books,-47.87,Posted
2022-02-22,"Circle K","CIRCLE K # 41152 450             021922",Gas,-47.58,Posted
2022-02-22,"Honolulu Poke Bar","HONOLULU POKE BAR                021822",Food Dining,-43.83,Posted
2022-02-22,"Square Poeme Macarons","SQ *POEME MACARONS               021822",Groceries,-42.34,Posted
2022-02-22,"Walmart","WM SUPERC Wal-Mart S             022022",Shopping,-26.96,Posted
2022-02-22,"Starbucks","STARBUCKS 800-782-72             022122",Coffee Shops,-25.00,Posted
2022-02-22,"Savannah Bee Boulder","SAVANNAH BEE BOULDER             022022",Shopping,-23.40,Posted
2022-02-22,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              021822",Alcohol Bars,-22.21,Posted
2022-02-22,"Union","UNION                            021822",Restaurants,-20.75,Posted
2022-02-22,"Apple","APPLE.COM/BILL                   022022",Entertainment,-20.40,Posted
2022-02-22,"Dollar General","DOLLAR GENERAL #DG 2             022022",Shopping,-17.08,Posted
2022-02-22,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-15.00,Posted
2022-02-22,"Netflix","Netflix.com                      022122",Television,-13.99,Posted
2022-02-22,"Barnes & Noble","Barnes and Nobl2999              021922",Books,-13.89,Posted
2022-02-22,"Kum & Go","KUM&GO 0949 WINDSOR              021922",Gas,-12.23,Posted
2022-02-22,"Lush Cosmetics","LUSH US - 351 - BOUL             021922",Personal Care,-11.75,Posted
2022-02-22,"Smoothie King","SMOOTHIE KING - 1886             021822",Fast Food,-10.54,Posted
2022-02-22,"Ignite Smoke And Vap","IGNITE SMOKE AND VAP             021722",Shopping,-9.60,Posted
2022-02-22,"Starbucks","STARBUCKS STORE 2620             021922",Coffee Shops,-7.74,Posted
2022-02-22,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              022122",Fast Food,-7.35,Posted
2022-02-22,"Csu Parking","CSU PARKING                      021822",Parking,-5.00,Posted
2022-02-22,"Transfer from Venmo","VENMO*Drennan Freddy             022122",Transfer,68.65,Posted
2022-02-22,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-02-18,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-1000.00,Posted
2022-02-18,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-02-18,"Chase S College","CHASE2000 S COLLEGE              021822",Cash,-83.50,Posted
2022-02-18,"Gibs Bagels","TST* GIbs Bagels - W             021722",Restaurants,-22.90,Posted
2022-02-18,"Square Alleycat Cafe","SQ *ALLEYCAT CAFE'               021822",Restaurants,-21.28,Posted
2022-02-18,"Starbucks","STARBUCKS STORE 4883             021722",Coffee Shops,-18.54,Posted
2022-02-18,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-15.00,Posted
2022-02-18,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-15.00,Posted
2022-02-18,"ParkMobile","PARKMOBILE                       021822",Parking,-3.20,Posted
2022-02-18,"ParkMobile","PARKMOBILE                       021822",Parking,-1.60,Posted
2022-02-18,"Society For Neurosci","SOCIETY FOR NEUROSCI             021722",Gifts Donations,37.00,Posted
2022-02-18,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.50,Posted
2022-02-17,"PayPal Purchase","PAYPAL           INST XFER  ***********FTWA",Uncategorized,-9.95,Posted
2022-02-17,"Disney+","DisneyPLUS                       021622",Television,-8.60,Posted
2022-02-17,"Smoothie King","SMOOTHIE KING - 1886             021522",Fast Food,-3.91,Posted
2022-02-17,"Google Drive","GOOGLE *Google Stora             021722",Electronics Software,-1.99,Posted
2022-02-17,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********8CTV",Paycheck,3827.85,Posted
2022-02-16,"Union","UNION                            021522",Restaurants,-52.24,Posted
2022-02-16,"ATM Withdrawal","PAI ISO4402 SORREL C             021622",Cash,-42.25,Posted
2022-02-16,"Union","UNION                            021522",Restaurants,-18.06,Posted
2022-02-16,"Xpress W 4th","74 XPRESS325 W 4TH A             021622",Gas,-14.32,Posted
2022-02-16,"Dollar General","DOLLAR GENERAL #DG 2             021622",Shopping,-4.24,Posted
2022-02-16,"ParkMobile","PARKMOBILE                       021622",Parking,-3.70,Posted
2022-02-16,"Csu Lake Street Mark","CSU LAKE STREET MARK             021522",Fast Food,-2.36,Posted
2022-02-16,"Ndexr.com","NDEXR.COM                        021522",Electronics Software,-0.50,Posted
2022-02-16,"Ndexr.com","NDEXR.COM                        021522",Electronics Software,-0.50,Posted
2022-02-16,"Ndexr.com","NDEXR.COM                        021522",Electronics Software,-0.50,Posted
2022-02-16,"Ndexr.com","NDEXR.COM                        021522",Electronics Software,-0.50,Posted
2022-02-16,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-02-16,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,45.00,Posted
2022-02-15,"Spotify","PAYPAL           INST XFER  ***********USAI",Music,-10.67,Posted
2022-02-15,"Conoco","CONOCO - ALTA CONVEN             021422",Gas,-41.33,Posted
2022-02-15,"Brew Pub","G5 BREW PUB                      021322",Alcohol Bars,-29.51,Posted
2022-02-15,"Google Drive","GOOGLE *Google Stora             021522",Electronics Software,-9.99,Posted
2022-02-15,"ParkMobile","PARKMOBILE                       021522",Parking,-3.20,Posted
2022-02-15,"ParkMobile","PARKMOBILE                       021522",Parking,-3.20,Posted
2022-02-15,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,75.00,Posted
2022-02-14,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2022-02-14,"Synchrony Credit Card","SYNCHRONY BANK   PAYMENT    ***********5410",Credit Card Payment,-56.00,Posted
2022-02-14,"HelloFresh","PP*HELLOFRESH                    021222",Groceries,-62.95,Posted
2022-02-14,"First Watch","FIRST WATCH - 422                021222",Restaurants,-53.87,Posted
2022-02-14,"Domino's","DOMINO'S 6339                    021322",Fast Food,-40.40,Posted
2022-02-14,"Adobe","PP*ADOBE INC                     021422",Electronics Software,-29.99,Posted
2022-02-14,"Square Nuance Chocolate","SQ *NUANCE CHOCOLATE             021122",Groceries,-20.06,Posted
2022-02-14,"Starbucks","STARBUCKS STORE 2620             021222",Coffee Shops,-18.62,Posted
2022-02-14,"Chick-fil-A","CHICK-FIL-A #03676               021122",Fast Food,-15.51,Posted
2022-02-14,"Dollar General","DOLLAR GENERAL #DG 2             021322",Shopping,-12.71,Posted
2022-02-14,"Amazon Web Services","Amazon web services              021122",Hosting,-12.00,Posted
2022-02-14,"Csu Lake Street Mark","CSU LAKE STREET MARK             021122",Fast Food,-6.21,Posted
2022-02-14,"Alta Convenience","ALTA CONVENIENCE                 021422",Gas,-6.11,Posted
2022-02-14,"Dollar General","DOLLAR GENERAL #DG 2             021322",Shopping,-4.12,Posted
2022-02-14,"Hackmd Io","HACKMD.IO                        021322",Electronics Software,-4.00,Posted
2022-02-14,"ParkMobile","PARKMOBILE                       021422",Parking,-3.20,Posted
2022-02-14,"ParkMobile","PARKMOBILE                       021222",Parking,-3.20,Posted
2022-02-14,"ParkMobile","PARKMOBILE                       021222",Parking,-3.20,Posted
2022-02-14,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,150.00,Posted
2022-02-11,"Credit One Bank","Credit One Bank  Payment    ***********9126",Transfer,-8.28,Posted
2022-02-11,"US Postal Service","USPS PO 07889203 412             021122",Shipping,-29.79,Posted
2022-02-11,"Starbucks","STARBUCKS 800-782-72             021122",Coffee Shops,-20.00,Posted
2022-02-11,"Amazinglash","AMAZINGLASH0408                  021022",Spa Massage,-20.00,Posted
2022-02-11,"Dollar General","DOLLAR GENERAL #DG 2             021022",Shopping,-17.21,Posted
2022-02-11,"Dollar General","DOLLAR GENERAL #DG 2             021022",Shopping,-6.73,Posted
2022-02-11,"Dollar General","DOLLAR GENERAL #DG 2             021122",Shopping,-4.45,Posted
2022-02-10,"PayPal Purchase","PAYPAL           INST XFER  ***********CORD",Uncategorized,-4.99,Posted
2022-02-10,"Walmart","WAL-MART #45994500 W             021022",Shopping,-170.88,Posted
2022-02-10,"ParkMobile","PARKMOBILE                       021022",Parking,-3.20,Posted
2022-02-10,"Coca Cola","COCA COLA JOHNSTOWN              020922",Food Dining,-1.75,Posted
2022-02-10,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,554.17,Posted
2022-02-09,"Transfer To Cash App","CASH APP*JENNY                   020822",Transfer,-180.00,Posted
2022-02-09,"ATM Withdrawal","PAI ISO4402 SORREL C             020922",Cash,-62.25,Posted
2022-02-09,"Murphy USA","MURPHY7494ATWAL                  020922",Gas,-28.60,Posted
2022-02-09,"Smoothie King","SMOOTHIE KING - 1886             020722",Fast Food,-11.94,Posted
2022-02-09,"Dollar General","DOLLAR GENERAL #DG 2             020922",Shopping,-8.00,Posted
2022-02-09,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008                 020822",Fast Food,-3.57,Posted
2022-02-09,"ParkMobile","PARKMOBILE                       020922",Parking,-3.20,Posted
2022-02-09,"ParkMobile","PARKMOBILE                       020922",Parking,-3.20,Posted
2022-02-09,"ParkMobile","PARKMOBILE                       020922",Parking,-3.20,Posted
2022-02-09,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-02-09,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,60.00,Posted
2022-02-08,"Brew Pub","G5 BREW PUB                      020622",Alcohol Bars,-23.72,Posted
2022-02-08,"Murphy USA","MURPHY7494ATWAL                  020822",Gas,-5.71,Posted
2022-02-08,"ParkMobile","PARKMOBILE                       020822",Parking,-3.20,Posted
2022-02-07,"Mr. Cooper","Nationstar dba   Mr Cooper  ***********8302",Mortgage Payment,-1648.89,Posted
2022-02-07,"Social Fort Collin","Social - Fort Collin             020422",Restaurants,-108.07,Posted
2022-02-07,"Target","TARGET T- 2936 Counc             020522",Shopping,-101.81,Posted
2022-02-07,"HelloFresh","PP*HELLOFRESH                    020522",Groceries,-100.01,Posted
2022-02-07,"Suehiro Japanese Res","SUEHIRO JAPANESE RES             020522",Restaurants,-72.93,Posted
2022-02-07,"Pet Supplies Plus","PET SUPPLIES PLUS #4             020522",Pet Food Supplies,-59.59,Posted
2022-02-07,"Circle K","CIRCLE K # 41152 450             020522",Gas,-46.77,Posted
2022-02-07,"Sport Clips","SPORT CLIPS - CO304              020522",Hair,-38.00,Posted
2022-02-07,"Starbucks","STARBUCKS 800-782-72             020622",Coffee Shops,-25.00,Posted
2022-02-07,"Walmart","WM SUPERCENTER #Wal-             020722",Shopping,-21.89,Posted
2022-02-07,"Starbucks","STARBUCKS 800-782-72             020722",Coffee Shops,-15.00,Posted
2022-02-07,"Smoothie King","SMOOTHIE KING - 1886             020422",Fast Food,-13.99,Posted
2022-02-07,"Dollar General","DOLLAR GENERAL #DG 2             020722",Shopping,-12.75,Posted
2022-02-07,"Spotify","SPOTIFY                          020522",Music,-10.67,Posted
2022-02-07,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              020622",Alcohol Bars,-9.50,Posted
2022-02-07,"McDonald's","MCDONALD'S F190                  020422",Fast Food,-9.22,Posted
2022-02-07,"TCBY","TCBY FORT COLLINS                020622",Fast Food,-9.06,Posted
2022-02-07,"Taco Bell","TACO BELL 036116                 020522",Fast Food,-5.33,Posted
2022-02-07,"Girl Scout Cookies","GIRL SCOUT COOKIES               020622",Food Dining,-5.00,Posted
2022-02-07,"ParkMobile","PARKMOBILE                       020522",Parking,-3.20,Posted
2022-02-07,"Old Town Parking Gar","OLD TOWN PARKING GAR             020322",Parking,-2.00,Posted
2022-02-07,"Amazon","AMZN Mktp US                     020422",Shopping,21.13,Posted
2022-02-07,"Amazon","Amazon.com                       020422",Shopping,8.42,Posted
2022-02-04,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-216.00,Posted
2022-02-04,"Nail Spa Midtown","LV NAIL SPA MIDTOWN1             020322",Personal Care,-181.20,Posted
2022-02-04,"Dollar General","DOLLAR GENERAL #DG 2             020422",Shopping,-26.29,Posted
2022-02-04,"Hulu","HLU*Hulu 28024944229             020422",Television,-7.52,Posted
2022-02-04,"Amazon","AMZN Mktp US*UA8BD7R             020322",Shopping,-7.40,Posted
2022-02-04,"ParkMobile","PARKMOBILE                       020422",Parking,-3.20,Posted
2022-02-03,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-1000.00,Posted
2022-02-03,"USAA Insurance Payment","USAA INSURANCE PAYMENT",Financial,-243.17,Posted
2022-02-03,"BJ's Restaurant","BJ'S RESTAURANTS 539             020222",Restaurants,-29.33,Posted
2022-02-03,"King Soopers","KING SOOP 2325 S. CO             020322",Groceries,-25.72,Posted
2022-02-03,"Dollar General","DOLLAR GENERAL #DG 2             020322",Shopping,-23.71,Posted
2022-02-03,"Starbucks","STARBUCKS STORE 2620             020222",Coffee Shops,-15.04,Posted
2022-02-03,"Smoothie King","SMOOTHIE KING - 1886             020122",Fast Food,-11.09,Posted
2022-02-03,"Chick-fil-A","CHICK-FIL-A #01888               020122",Fast Food,-9.69,Posted
2022-02-03,"Apple","APPLE.COM/BILL                   020322",Entertainment,-2.99,Posted
2022-02-03,"Wendy's","WENDY'S #11966                   020222",Fast Food,-1.80,Posted
2022-02-03,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********8CTV",Paycheck,3827.83,Posted
2022-02-02,"AT&T","ATT              Payment    ***********PAYL",Utilities,-224.97,Posted
2022-02-02,"Amazon Web Services","Amazon web services              020222",Hosting,-51.16,Posted
2022-02-02,"Mary's Mountain Cook","MARY'S MOUNTAIN COOK             013122",Restaurants,-13.73,Posted
2022-02-02,"Dollar General","DOLLAR GENERAL #DG 2             020122",Shopping,-12.70,Posted
2022-02-02,"SiriusXM","SXM*SIRIUSXM.COM/ACC             020222",Music,-10.79,Posted
2022-02-02,"Csu Lake Street Mark","CSU LAKE STREET MARK             020122",Fast Food,-3.32,Posted
2022-02-01,"Walmart","WAL-MART #45994500 W             020122",Shopping,-100.19,Posted
2022-02-01,"BJ's Restaurant","BJ'S RESTAURANTS 539             013122",Restaurants,-79.48,Posted
2022-02-01,"BJ's Restaurant","BJ'S RESTAURANTS 539             013122",Restaurants,-19.52,Posted
2022-02-01,"Docker Inv","DOCKER:INV-B6CB872D-             020122",Internet,-7.00,Posted
2022-02-01,"Dollar General","DOLLAR GENERAL #DG 2             020122",Shopping,-5.18,Posted
2022-02-01,"Murphy USA","MURPHY7494ATWAL                  020122",Fast Food,-4.79,Posted
